Rank,Date,Location,Opponent,Result,Cmp,PassAtt,PassPct,PassYds,PassTD,RushAtt,RushYds,RushAvg,RushTD,Plays,Yards,YardsPerPlay,PassFirstDowns,RushFirstDowns,PenFirstDowns,TotalFirstDowns,Penalties,PenaltyYards,Fumbles,Interceptions,Turnovers,Team,game_id
3.0,2020-09-26,,Campbell,W (52-21),12,18,66.7,131,0,60,404,6.7,7,78,535,6.9,7,22,2,31,5,45,0,0,0,Appalachian State,/cfb/boxscores/2020-09-26-appalachian-state.html
4.0,2020-10-22,,Arkansas State,W (45-17),16,23,69.6,216,4,44,305,6.9,2,67,521,7.8,11,10,1,22,8,98,1,1,2,Appalachian State,/cfb/boxscores/2020-10-22-appalachian-state.html
5.0,2020-10-31,@,Louisiana-Monroe,W (31-13),13,18,72.2,152,2,52,328,6.3,2,70,480,6.9,5,18,3,26,4,45,0,1,1,Appalachian State,/cfb/boxscores/2020-10-31-louisiana-monroe.html
6.0,2020-11-07,@,Texas State,W (38-17),18,28,64.3,168,3,43,258,6.0,1,71,426,6.0,8,14,0,22,11,94,0,0,0,Appalachian State,/cfb/boxscores/2020-11-07-texas-state.html
7.0,2020-11-14,,Georgia State,W (17-13),19,26,73.1,180,1,46,132,2.9,1,72,312,4.3,6,10,3,19,2,14,0,1,1,Appalachian State,/cfb/boxscores/2020-11-14-appalachian-state.html
8.0,2020-11-21,@,Coastal Carolina,L (23-34),17,30,56.7,211,1,46,204,4.4,1,76,415,5.5,6,16,0,22,8,51,0,3,3,Appalachian State,/cfb/boxscores/2020-11-21-coastal-carolina.html
9.0,2020-11-28,,Troy,W (47-10),22,30,73.3,279,4,38,275,7.2,1,68,554,8.1,13,12,1,26,12,90,0,0,0,Appalachian State,/cfb/boxscores/2020-11-28-appalachian-state.html
10.0,2020-12-04,,Louisiana,L (21-24),10,21,47.6,92,0,49,198,4.0,2,70,290,4.1,4,14,1,19,5,46,1,2,3,Appalachian State,/cfb/boxscores/2020-12-04-appalachian-state.html
11.0,2020-12-12,@,Georgia Southern,W (34-26),18,29,62.1,208,2,44,173,3.9,1,73,381,5.2,9,8,0,17,6,65,1,1,2,Appalachian State,/cfb/boxscores/2020-12-12-georgia-southern.html
12.0,2020-12-21,N,North Texas*,W (56-28),9,17,52.9,136,2,38,506,13.3,6,55,642,11.7,6,13,3,22,12,118,0,0,0,Appalachian State,/cfb/boxscores/2020-12-21-north-texas.html
1.0,2020-11-14,,Southern California,L (30-34),24,36,66.7,286,3,40,158,4.0,0,76,444,5.8,12,11,3,26,7,80,0,1,1,Arizona,/cfb/boxscores/2020-11-14-arizona.html
2.0,2020-11-21,@,Washington,L (27-44),27,39,69.2,259,3,26,72,2.8,1,65,331,5.1,12,6,4,22,7,40,1,0,1,Arizona,/cfb/boxscores/2020-11-21-washington.html
3.0,2020-11-28,@,UCLA,L (10-27),18,36,50.0,153,0,39,147,3.8,1,75,300,4.0,7,9,1,17,8,54,0,2,2,Arizona,/cfb/boxscores/2020-11-28-ucla.html
4.0,2020-12-05,,Colorado,L (13-24),19,32,59.4,154,0,43,268,6.2,1,75,422,5.6,8,11,4,23,6,56,0,1,1,Arizona,/cfb/boxscores/2020-12-05-arizona.html
5.0,2020-12-11,,Arizona State,L (7-70),26,46,56.5,213,0,36,137,3.8,1,82,350,4.3,5,13,0,18,6,64,4,3,7,Arizona,/cfb/boxscores/2020-12-11-arizona.html
1.0,2020-11-07,@,Southern California,L (27-28),11,23,47.8,134,1,38,258,6.8,2,61,392,6.4,5,12,3,20,4,34,3,0,3,Arizona State,/cfb/boxscores/2020-11-07-southern-california.html
2.0,2020-12-05,,UCLA,L (18-25),22,36,61.1,277,1,35,165,4.7,1,71,442,6.2,13,11,1,25,12,83,1,1,2,Arizona State,/cfb/boxscores/2020-12-05-arizona-state.html
3.0,2020-12-11,@,Arizona,W (70-7),10,13,76.9,227,2,50,259,5.2,7,63,486,7.7,7,8,2,17,6,55,0,0,0,Arizona State,/cfb/boxscores/2020-12-11-arizona.html
4.0,2020-12-19,@,Oregon State,W (46-33),8,15,53.3,139,1,42,375,8.9,6,57,514,9.0,5,12,2,19,6,46,0,0,0,Arizona State,/cfb/boxscores/2020-12-19-oregon-state.html
1.0,2020-09-26,,Georgia,L (10-37),20,39,51.3,203,1,28,77,2.8,0,67,280,4.2,8,4,3,15,10,53,0,3,3,Arkansas,/cfb/boxscores/2020-09-26-arkansas.html
2.0,2020-10-03,@,Mississippi State,W (21-14),20,28,71.4,212,2,37,63,1.7,0,65,275,4.2,10,6,1,17,5,40,2,0,2,Arkansas,/cfb/boxscores/2020-10-03-mississippi-state.html
3.0,2020-10-10,@,Auburn,L (28-30),22,30,73.3,318,4,42,119,2.8,0,72,437,6.1,15,5,2,22,6,26,0,0,0,Arkansas,/cfb/boxscores/2020-10-10-auburn.html
4.0,2020-10-17,,Mississippi,W (33-21),21,34,61.8,244,1,48,150,3.1,1,82,394,4.8,13,10,1,24,3,15,1,1,2,Arkansas,/cfb/boxscores/2020-10-17-arkansas.html
5.0,2020-10-31,@,Texas A&M,L (31-42),23,32,71.9,239,3,42,222,5.3,1,74,461,6.2,13,12,4,29,5,51,0,0,0,Arkansas,/cfb/boxscores/2020-10-31-texas-am.html
6.0,2020-11-07,,Tennessee,W (24-13),18,25,72.0,215,3,45,198,4.4,0,70,413,5.9,7,13,1,21,2,20,0,0,0,Arkansas,/cfb/boxscores/2020-11-07-arkansas.html
7.0,2020-11-14,@,Florida,L (35-63),15,19,78.9,250,2,32,208,6.5,3,51,458,9.0,8,9,1,18,9,79,1,0,1,Arkansas,/cfb/boxscores/2020-11-14-florida.html
8.0,2020-11-21,,Louisiana State,L (24-27),17,26,65.4,339,1,27,104,3.9,2,53,443,8.4,11,2,1,14,5,42,0,1,1,Arkansas,/cfb/boxscores/2020-11-21-arkansas.html
9.0,2020-12-05,@,Missouri,L (48-50),18,34,52.9,274,3,50,292,5.8,4,84,566,6.7,10,21,3,34,11,95,0,0,0,Arkansas,/cfb/boxscores/2020-12-05-missouri.html
10.0,2020-12-12,,Alabama,L (3-52),9,17,52.9,108,0,43,80,1.9,0,60,188,3.1,5,6,2,13,8,36,3,1,4,Arkansas,/cfb/boxscores/2020-12-12-arkansas.html
1.0,2020-09-05,@,Memphis,L (24-37),27,43,62.8,299,1,36,125,3.5,2,79,424,5.4,15,6,4,25,5,50,1,2,3,Arkansas State,/cfb/boxscores/2020-09-05-memphis.html
2.0,2020-09-12,@,Kansas State,W (35-31),25,38,65.8,330,5,33,159,4.8,0,71,489,6.9,15,8,3,26,4,58,1,1,2,Arkansas State,/cfb/boxscores/2020-09-12-kansas-state.html
3.0,2020-10-03,@,Coastal Carolina,L (23-52),28,44,63.6,349,3,19,36,1.9,0,63,385,6.1,11,3,1,15,4,31,1,1,2,Arkansas State,/cfb/boxscores/2020-10-03-coastal-carolina.html
4.0,2020-10-10,,Central Arkansas,W (50-27),21,40,52.5,392,6,36,181,5.0,0,76,573,7.5,16,7,2,25,8,75,1,0,1,Arkansas State,/cfb/boxscores/2020-10-10-arkansas-state.html
5.0,2020-10-15,,Georgia State,W (59-52),40,57,70.2,551,8,39,58,1.5,0,96,609,6.3,28,2,4,34,8,91,1,0,1,Arkansas State,/cfb/boxscores/2020-10-15-arkansas-state.html
6.0,2020-10-22,@,Appalachian State,L (17-45),22,42,52.4,295,0,35,73,2.1,2,77,368,4.8,14,6,4,24,10,74,0,2,2,Arkansas State,/cfb/boxscores/2020-10-22-appalachian-state.html
7.0,2020-10-31,,Troy,L (10-38),28,49,57.1,271,1,27,108,4.0,0,76,379,5.0,12,7,2,21,5,51,1,0,1,Arkansas State,/cfb/boxscores/2020-10-31-arkansas-state.html
8.0,2020-11-07,@,Louisiana,L (20-27),21,40,52.5,224,1,44,199,4.5,1,84,423,5.0,9,13,2,24,7,48,0,2,2,Arkansas State,/cfb/boxscores/2020-11-07-louisiana-lafayette.html
9.0,2020-11-21,@,Texas State,L (45-47),27,48,56.3,462,4,42,192,4.6,2,90,654,7.3,21,8,1,30,9,82,1,0,1,Arkansas State,/cfb/boxscores/2020-11-21-texas-state.html
10.0,2020-11-28,,South Alabama,L (31-38),19,30,63.3,324,4,43,170,4.0,0,73,494,6.8,15,9,1,25,7,59,0,0,0,Arkansas State,/cfb/boxscores/2020-11-28-arkansas-state.html
11.0,2020-12-05,,Louisiana-Monroe,W (48-15),17,32,53.1,511,6,32,78,2.4,0,64,589,9.2,14,4,2,20,3,12,0,1,1,Arkansas State,/cfb/boxscores/2020-12-05-arkansas-state.html
1.0,2020-09-05,,Middle Tennessee State,W (42-0),2,4,50.0,28,0,62,340,5.5,5,66,368,5.6,1,21,2,24,7,74,0,0,0,Army,/cfb/boxscores/2020-09-05-army.html
2.0,2020-09-12,,Louisiana-Monroe,W (37-7),1,5,20.0,29,0,65,436,6.7,5,70,465,6.6,1,22,1,24,4,37,1,0,1,Army,/cfb/boxscores/2020-09-12-army.html
3.0,2020-09-26,@,Cincinnati,L (10-24),9,21,42.9,94,0,43,182,4.2,0,64,276,4.3,6,9,3,18,10,87,1,1,2,Army,/cfb/boxscores/2020-09-26-cincinnati.html
4.0,2020-10-03,,Abilene Christian,W (55-23),4,7,57.1,52,1,60,441,7.4,6,67,493,7.4,1,19,4,24,4,27,0,0,0,Army,/cfb/boxscores/2020-10-03-army.html
5.0,2020-10-10,,The Citadel,W (14-9),4,10,40.0,75,1,50,153,3.1,1,60,228,3.8,4,11,1,16,6,39,0,2,2,Army,/cfb/boxscores/2020-10-10-army.html
6.0,2020-10-17,@,UTSA,W (28-16),1,3,33.3,53,0,60,305,5.1,4,63,358,5.7,1,19,4,24,5,51,1,0,1,Army,/cfb/boxscores/2020-10-17-texas-san-antonio.html
7.0,2020-10-24,,Mercer,W (49-3),2,3,66.7,63,1,63,297,4.7,5,66,360,5.5,2,19,0,21,4,29,0,0,0,Army,/cfb/boxscores/2020-10-24-army.html
8.0,2020-11-14,@,Tulane,L (12-38),5,13,38.5,33,1,57,270,4.7,1,70,303,4.3,2,15,0,17,1,5,1,2,3,Army,/cfb/boxscores/2020-11-14-tulane.html
9.0,2020-11-21,,Georgia Southern,W (28-27),1,1,100.0,25,0,73,243,3.3,4,74,268,3.6,1,18,1,20,5,54,3,0,3,Army,/cfb/boxscores/2020-11-21-army.html
10.0,2020-12-12,,Navy,W (15-0),1,1,100.0,28,0,53,134,2.5,1,54,162,3.0,1,6,1,8,4,20,0,0,0,Army,/cfb/boxscores/2020-12-12-army.html
11.0,2020-12-19,,Air Force,W (10-7),1,2,50.0,0,0,71,290,4.1,1,73,290,4.0,0,21,0,21,2,15,1,0,1,Army,/cfb/boxscores/2020-12-19-army.html
12.0,2020-12-31,N,West Virginia*,L (21-24),4,6,66.7,57,0,59,182,3.1,3,65,239,3.7,2,11,3,16,3,30,0,1,1,Army,/cfb/boxscores/2020-12-31-army.html
1.0,2020-09-26,,Kentucky,W (29-13),16,27,59.3,233,3,30,91,3.0,1,57,324,5.7,10,4,2,16,7,55,0,0,0,Auburn,/cfb/boxscores/2020-09-26-auburn.html
2.0,2020-10-03,@,Georgia,L (6-27),21,40,52.5,177,0,22,39,1.8,0,62,216,3.5,8,5,2,15,7,46,0,1,1,Auburn,/cfb/boxscores/2020-10-03-georgia.html
3.0,2020-10-10,,Arkansas,W (30-28),18,29,62.1,187,1,41,259,6.3,1,70,446,6.4,10,14,0,24,7,52,0,0,0,Auburn,/cfb/boxscores/2020-10-10-auburn.html
4.0,2020-10-17,@,South Carolina,L (22-30),24,47,51.1,272,1,36,209,5.8,1,83,481,5.8,13,13,1,27,9,89,0,3,3,Auburn,/cfb/boxscores/2020-10-17-south-carolina.html
5.0,2020-10-24,@,Mississippi,W (35-28),23,30,76.7,238,1,47,224,4.8,4,77,462,6.0,9,17,0,26,3,35,0,0,0,Auburn,/cfb/boxscores/2020-10-24-mississippi.html
6.0,2020-10-31,,Louisiana State,W (48-11),18,26,69.2,300,3,44,206,4.7,3,70,506,7.2,10,12,1,23,3,13,1,0,1,Auburn,/cfb/boxscores/2020-10-31-auburn.html
7.0,2020-11-21,,Tennessee,W (30-17),17,26,65.4,220,1,38,165,4.3,1,64,385,6.0,10,12,1,23,6,60,0,1,1,Auburn,/cfb/boxscores/2020-11-21-auburn.html
8.0,2020-11-28,@,Alabama,L (13-42),23,38,60.5,227,0,42,120,2.9,1,80,347,4.3,12,7,1,20,5,38,0,2,2,Auburn,/cfb/boxscores/2020-11-28-alabama.html
9.0,2020-12-05,,Texas A&M,L (20-31),15,24,62.5,144,0,30,196,6.5,2,54,340,6.3,7,9,0,16,1,5,0,0,0,Auburn,/cfb/boxscores/2020-12-05-auburn.html
10.0,2020-12-12,@,Mississippi State,W (24-10),15,32,46.9,125,1,36,218,6.1,1,68,343,5.0,3,13,3,19,8,80,0,0,0,Auburn,/cfb/boxscores/2020-12-12-mississippi-state.html
11.0,2021-01-01,N,Northwestern*,L (19-35),26,43,60.5,300,1,26,61,2.3,1,69,361,5.2,12,4,2,18,8,75,1,0,1,Auburn,/cfb/boxscores/2021-01-01-northwestern.html
1.0,2020-11-04,@,Miami (OH),L (31-38),19,32,59.4,309,1,38,169,4.4,3,70,478,6.8,15,9,2,26,6,63,0,1,1,Ball State,/cfb/boxscores/2020-11-04-miami-oh.html
2.0,2020-11-11,,Eastern Michigan,W (38-31),22,32,68.8,232,1,52,304,5.8,3,84,536,6.4,9,19,2,30,7,65,1,1,2,Ball State,/cfb/boxscores/2020-11-11-ball-state.html
3.0,2020-11-18,,Northern Illinois,W (31-25),17,25,68.0,214,2,44,201,4.6,1,69,415,6.0,10,12,1,23,6,50,0,1,1,Ball State,/cfb/boxscores/2020-11-18-ball-state.html
4.0,2020-11-28,@,Toledo,W (27-24),26,35,74.3,304,2,49,143,2.9,1,84,447,5.3,17,7,4,28,5,42,0,1,1,Ball State,/cfb/boxscores/2020-11-28-toledo.html
5.0,2020-12-05,@,Central Michigan,W (45-20),26,43,60.5,366,4,52,153,2.9,2,95,519,5.5,16,11,1,28,3,18,0,1,1,Ball State,/cfb/boxscores/2020-12-05-central-michigan.html
6.0,2020-12-12,,Western Michigan,W (30-27),22,33,66.7,249,3,33,103,3.1,1,66,352,5.3,9,7,1,17,8,64,0,0,0,Ball State,/cfb/boxscores/2020-12-12-ball-state.html
7.0,2020-12-18,N,Buffalo,W (38-28),20,32,62.5,273,3,47,166,3.5,1,79,439,5.6,11,10,1,22,3,25,0,1,1,Ball State,/cfb/boxscores/2020-12-18-buffalo.html
8.0,2020-12-31,N,San Jose State*,W (34-13),12,19,63.2,217,1,51,185,3.6,3,70,402,5.7,11,6,4,21,8,64,2,0,2,Ball State,/cfb/boxscores/2020-12-31-san-jose-state.html
1.0,2020-09-26,,Kansas,W (47-14),16,24,66.7,149,1,43,203,4.7,3,67,352,5.3,7,14,3,24,8,95,0,0,0,Baylor,/cfb/boxscores/2020-09-26-baylor.html
2.0,2020-10-03,@,West Virginia,L (21-27),23,38,60.5,229,3,33,27,0.8,0,71,256,3.6,6,5,4,15,12,86,0,2,2,Baylor,/cfb/boxscores/2020-10-03-west-virginia.html
3.0,2020-10-24,@,Texas,L (16-27),31,44,70.5,252,2,21,64,3.0,0,65,316,4.9,15,5,2,22,4,26,0,0,0,Baylor,/cfb/boxscores/2020-10-24-texas.html
4.0,2020-10-31,,TCU,L (23-33),17,37,45.9,203,2,33,75,2.3,1,70,278,4.0,9,3,3,15,7,58,0,1,1,Baylor,/cfb/boxscores/2020-10-31-baylor.html
5.0,2020-11-07,@,Iowa State,L (31-38),22,33,66.7,295,3,27,71,2.6,0,60,366,6.1,12,5,0,17,7,65,0,2,2,Baylor,/cfb/boxscores/2020-11-07-iowa-state.html
6.0,2020-11-14,@,Texas Tech,L (23-24),17,26,65.4,153,0,48,207,4.3,1,74,360,4.9,7,12,1,20,6,42,0,1,1,Baylor,/cfb/boxscores/2020-11-14-texas-tech.html
7.0,2020-11-28,,Kansas State,W (32-31),31,39,79.5,349,2,36,71,2.0,2,75,420,5.6,13,5,3,21,8,87,1,0,1,Baylor,/cfb/boxscores/2020-11-28-baylor.html
8.0,2020-12-05,@,Oklahoma,L (14-27),30,56,53.6,263,1,26,25,1.0,1,82,288,3.5,13,4,2,19,8,63,0,2,2,Baylor,/cfb/boxscores/2020-12-05-oklahoma.html
9.0,2020-12-12,,Oklahoma State,L (3-42),18,34,52.9,86,0,31,70,2.3,0,65,156,2.4,4,7,1,12,5,40,0,0,0,Baylor,/cfb/boxscores/2020-12-12-baylor.html
1.0,2020-10-24,,Utah State,W (42-13),22,32,68.8,279,3,35,171,4.9,3,67,450,6.7,15,10,0,25,2,14,0,0,0,Boise State,/cfb/boxscores/2020-10-24-boise-state.html
2.0,2020-10-31,@,Air Force,W (49-30),17,20,85.0,280,3,29,179,6.2,3,49,459,9.4,10,13,0,23,3,40,0,0,0,Boise State,/cfb/boxscores/2020-10-31-air-force.html
3.0,2020-11-06,,Brigham Young,L (17-51),23,38,60.5,249,2,27,61,2.3,0,65,310,4.8,10,3,1,14,4,48,1,1,2,Boise State,/cfb/boxscores/2020-11-06-boise-state.html
4.0,2020-11-12,,Colorado State,W (52-21),16,30,53.3,202,1,37,89,2.4,3,67,291,4.3,9,5,1,15,6,45,2,0,2,Boise State,/cfb/boxscores/2020-11-12-boise-state.html
5.0,2020-11-21,@,Hawaii,W (40-32),22,32,68.8,281,2,36,127,3.5,2,68,408,6.0,11,9,1,21,8,94,0,1,1,Boise State,/cfb/boxscores/2020-11-21-hawaii.html
6.0,2020-12-12,@,Wyoming,W (17-9),19,29,65.5,181,1,41,111,2.7,1,70,292,4.2,8,8,1,17,4,35,1,1,2,Boise State,/cfb/boxscores/2020-12-12-wyoming.html
7.0,2020-12-19,N,San Jose State,L (20-34),20,41,48.8,221,0,23,37,1.6,1,64,258,4.0,9,2,2,13,7,69,0,0,0,Boise State,/cfb/boxscores/2020-12-19-san-jose-state.html
1.0,2020-09-19,@,Duke,W (26-6),17,23,73.9,300,2,42,84,2.0,1,65,384,5.9,13,7,0,20,3,32,0,1,1,Boston College,/cfb/boxscores/2020-09-19-duke.html
2.0,2020-09-26,,Texas State,W (24-21),26,38,68.4,210,1,27,87,3.2,2,65,297,4.6,12,7,4,23,7,56,0,1,1,Boston College,/cfb/boxscores/2020-09-26-boston-college.html
3.0,2020-10-03,,North Carolina,L (22-26),37,56,66.1,313,2,19,40,2.1,0,75,353,4.7,14,5,3,22,12,110,0,0,0,Boston College,/cfb/boxscores/2020-10-03-boston-college.html
4.0,2020-10-10,,Pittsburgh,W (31-30),19,35,54.3,358,3,41,30,0.7,1,76,388,5.1,15,4,1,20,7,69,1,0,1,Boston College,/cfb/boxscores/2020-10-10-boston-college.html
5.0,2020-10-17,@,Virginia Tech,L (14-40),28,51,54.9,345,2,25,90,3.6,0,76,435,5.7,16,6,2,24,9,70,3,2,5,Boston College,/cfb/boxscores/2020-10-17-virginia-tech.html
6.0,2020-10-24,,Georgia Tech,W (48-27),13,21,61.9,145,2,44,264,6.0,3,65,409,6.3,7,13,3,23,10,102,0,0,0,Boston College,/cfb/boxscores/2020-10-24-boston-college.html
7.0,2020-10-31,@,Clemson,L (28-34),13,25,52.0,208,2,34,67,2.0,1,59,275,4.7,9,8,4,21,11,92,0,0,0,Boston College,/cfb/boxscores/2020-10-31-clemson.html
8.0,2020-11-07,@,Syracuse,W (16-13),20,29,69.0,208,1,47,191,4.1,0,76,399,5.3,7,13,1,21,7,65,0,0,0,Boston College,/cfb/boxscores/2020-11-07-syracuse.html
9.0,2020-11-14,,Notre Dame,L (31-45),18,40,45.0,272,2,25,85,3.4,1,65,357,5.5,13,6,3,22,5,41,1,1,2,Boston College,/cfb/boxscores/2020-11-14-boston-college.html
10.0,2020-11-28,,Louisville,W (34-27),19,26,73.1,247,2,37,188,5.1,2,63,435,6.9,9,10,2,21,3,13,1,0,1,Boston College,/cfb/boxscores/2020-11-28-boston-college.html
11.0,2020-12-05,@,Virginia,L (32-43),32,46,69.6,520,4,20,-7,-0.4,0,66,513,7.8,18,4,1,23,9,75,0,3,3,Boston College,/cfb/boxscores/2020-12-05-virginia.html
1.0,2020-11-04,@,Toledo,L (3-38),8,30,26.7,128,0,32,139,4.3,0,62,267,4.3,4,8,3,15,5,40,1,2,3,Bowling Green,/cfb/boxscores/2020-11-04-toledo.html
2.0,2020-11-10,,Kent State,L (24-62),6,20,30.0,105,0,43,260,6.0,3,63,365,5.8,4,10,2,16,12,81,1,0,1,Bowling Green,/cfb/boxscores/2020-11-10-bowling-green-state.html
3.0,2020-11-17,,Buffalo,L (17-42),17,27,63.0,219,0,44,180,4.1,2,71,399,5.6,10,11,1,22,3,15,0,1,1,Bowling Green,/cfb/boxscores/2020-11-17-bowling-green-state.html
4.0,2020-11-28,@,Ohio,L (10-52),9,21,42.9,125,1,32,181,5.7,0,53,306,5.8,5,6,1,12,7,45,0,3,3,Bowling Green,/cfb/boxscores/2020-11-28-ohio.html
5.0,2020-12-05,@,Akron,L (3-31),14,27,51.9,135,0,38,160,4.2,0,65,295,4.5,5,8,0,13,3,35,2,1,3,Bowling Green,/cfb/boxscores/2020-12-05-akron.html
1.0,2020-11-04,@,Northern Illinois,W (49-30),12,18,66.7,178,1,33,179,5.4,3,51,357,7.0,7,5,2,14,8,63,1,1,2,Buffalo,/cfb/boxscores/2020-11-04-northern-illinois.html
2.0,2020-11-10,,Miami (OH),W (42-10),17,27,63.0,353,4,45,203,4.5,2,72,556,7.7,11,9,2,22,6,52,0,0,0,Buffalo,/cfb/boxscores/2020-11-10-buffalo.html
3.0,2020-11-17,@,Bowling Green State,W (42-17),7,12,58.3,74,0,48,396,8.3,6,60,470,7.8,3,20,0,23,4,35,0,0,0,Buffalo,/cfb/boxscores/2020-11-17-bowling-green-state.html
4.0,2020-11-28,,Kent State,W (70-41),11,21,52.4,148,0,54,515,9.5,10,75,663,8.8,8,19,3,30,7,90,0,0,0,Buffalo,/cfb/boxscores/2020-11-28-buffalo.html
5.0,2020-12-12,,Akron,W (56-7),6,10,60.0,79,1,50,428,8.6,6,60,507,8.5,2,17,2,21,8,62,0,1,1,Buffalo,/cfb/boxscores/2020-12-12-buffalo.html
6.0,2020-12-18,N,Ball State,L (28-38),29,42,69.0,365,1,29,134,4.6,3,71,499,7.0,15,6,3,24,3,20,1,1,2,Buffalo,/cfb/boxscores/2020-12-18-buffalo.html
7.0,2020-12-25,N,Marshall*,W (17-10),16,27,59.3,140,0,43,155,3.6,2,70,295,4.2,6,11,4,21,6,32,0,1,1,Buffalo,/cfb/boxscores/2020-12-25-buffalo.html
1.0,2020-09-07,@,Navy,W (55-3),16,22,72.7,279,2,49,301,6.1,5,71,580,8.2,12,15,1,28,1,5,0,1,1,BYU,/cfb/boxscores/2020-09-07-navy.html
2.0,2020-09-26,,Troy,W (48-7),28,34,82.4,472,2,46,194,4.2,4,80,666,8.3,17,13,2,32,2,15,1,0,1,BYU,/cfb/boxscores/2020-09-26-brigham-young.html
3.0,2020-10-02,,Louisiana Tech,W (45-14),24,26,92.3,325,2,38,188,4.9,4,64,513,8.0,14,11,1,26,5,50,0,0,0,BYU,/cfb/boxscores/2020-10-02-brigham-young.html
4.0,2020-10-10,,UTSA,W (27-20),22,30,73.3,292,2,38,178,4.7,2,68,470,6.9,10,9,3,22,7,55,1,0,1,BYU,/cfb/boxscores/2020-10-10-brigham-young.html
5.0,2020-10-16,@,Houston,W (43-26),25,35,71.4,400,4,24,78,3.3,2,59,478,8.1,16,4,3,23,9,73,0,0,0,BYU,/cfb/boxscores/2020-10-16-houston.html
6.0,2020-10-24,,Texas State,W (52-14),25,36,69.4,352,4,39,247,6.3,2,75,599,8.0,17,11,2,30,3,33,1,1,2,BYU,/cfb/boxscores/2020-10-24-brigham-young.html
7.0,2020-10-31,,Western Kentucky,W (41-10),21,37,56.8,244,3,32,166,5.2,2,69,410,5.9,10,10,5,25,3,35,0,1,1,BYU,/cfb/boxscores/2020-10-31-brigham-young.html
8.0,2020-11-06,@,Boise State,W (51-17),22,28,78.6,360,3,37,213,5.8,4,65,573,8.8,14,9,2,25,4,33,0,0,0,BYU,/cfb/boxscores/2020-11-06-boise-state.html
9.0,2020-11-21,,North Alabama,W (66-14),18,26,69.2,277,5,33,278,8.4,4,59,555,9.4,11,12,2,25,5,43,0,0,0,BYU,/cfb/boxscores/2020-11-21-brigham-young.html
10.0,2020-12-05,@,Coastal Carolina,L (17-22),19,32,59.4,240,1,26,165,6.3,1,58,405,7.0,12,8,1,21,3,20,1,1,2,BYU,/cfb/boxscores/2020-12-05-coastal-carolina.html
11.0,2020-12-12,,San Diego State,W (28-14),26,35,74.3,303,3,19,83,4.4,0,54,386,7.1,12,4,0,16,5,25,1,0,1,BYU,/cfb/boxscores/2020-12-12-brigham-young.html
12.0,2020-12-22,N,Central Florida*,W (49-23),27,35,77.1,441,3,38,214,5.6,4,73,655,9.0,19,13,2,34,5,55,0,0,0,BYU,/cfb/boxscores/2020-12-22-brigham-young.html
1.0,2020-11-15,@,UCLA,L (10-34),18,34,52.9,122,0,28,54,1.9,1,62,176,2.8,5,4,2,11,5,33,0,1,1,California,/cfb/boxscores/2020-11-15-ucla.html
2.0,2020-11-21,@,Oregon State,L (27-31),28,42,66.7,315,3,38,118,3.1,0,80,433,5.4,12,7,5,24,7,59,0,2,2,California,/cfb/boxscores/2020-11-21-oregon-state.html
3.0,2020-11-27,,Stanford,L (23-24),19,30,63.3,151,2,35,241,6.9,1,65,392,6.0,10,8,2,20,1,10,2,0,2,California,/cfb/boxscores/2020-11-27-california.html
4.0,2020-12-05,,Oregon,W (21-17),20,32,62.5,183,1,47,88,1.9,2,79,271,3.4,10,5,3,18,4,33,0,0,0,California,/cfb/boxscores/2020-12-05-california.html
1.0,2020-11-04,,Ohio,W (30-27),23,41,56.1,243,1,47,184,3.9,3,88,427,4.9,13,10,1,24,6,64,0,0,0,Central Michigan,/cfb/boxscores/2020-11-04-central-michigan.html
2.0,2020-11-11,@,Northern Illinois,W (40-10),13,20,65.0,196,2,42,237,5.6,3,62,433,7.0,5,11,0,16,6,75,0,1,1,Central Michigan,/cfb/boxscores/2020-11-11-northern-illinois.html
3.0,2020-11-18,,Western Michigan,L (44-52),14,21,66.7,187,1,36,219,6.1,5,57,406,7.1,8,8,1,17,8,56,0,0,0,Central Michigan,/cfb/boxscores/2020-11-18-central-michigan.html
4.0,2020-11-27,@,Eastern Michigan,W (31-23),24,36,66.7,235,0,57,318,5.6,3,93,553,5.9,8,19,1,28,7,64,2,1,3,Central Michigan,/cfb/boxscores/2020-11-27-eastern-michigan.html
5.0,2020-12-05,,Ball State,L (20-45),20,30,66.7,188,2,36,154,4.3,1,66,342,5.2,8,9,0,17,6,58,2,2,4,Central Michigan,/cfb/boxscores/2020-12-05-central-michigan.html
6.0,2020-12-12,@,Toledo,L (23-24),12,24,50.0,165,1,42,197,4.7,1,66,362,5.5,7,8,0,15,4,40,1,0,1,Central Michigan,/cfb/boxscores/2020-12-12-toledo.html
1.0,2020-09-12,@,Appalachian State,L (20-35),11,30,36.7,140,0,30,146,4.9,1,60,286,4.8,7,6,3,16,5,63,0,2,2,Charlotte,/cfb/boxscores/2020-09-12-appalachian-state.html
2.0,2020-10-03,@,Florida Atlantic,L (17-21),24,32,75.0,314,1,41,82,2.0,1,73,396,5.4,13,8,1,22,3,27,1,0,1,Charlotte,/cfb/boxscores/2020-10-03-florida-atlantic.html
3.0,2020-10-10,@,North Texas,W (49-21),16,23,69.6,308,3,47,291,6.2,4,70,599,8.6,11,11,2,24,12,75,0,0,0,Charlotte,/cfb/boxscores/2020-10-10-north-texas.html
