Rank,Date,Location,Opponent,Result,Cmp,PassAtt,PassPct,PassYds,PassTD,RushAtt,RushYds,RushAvg,RushTD,Plays,Yards,YardsPerPlay,PassFirstDowns,RushFirstDowns,PenFirstDowns,TotalFirstDowns,Penalties,PenaltyYards,Fumbles,Interceptions,Turnovers,Team,game_id
2.0,2023-09-02,,Alabama A&M,W (47-13),17,31,54.8,246,3,34,215,6.3,3,65,461,7.1,9,13,2,24,3,20,0,1,1,Vanderbilt,/cfb/boxscores/2023-09-02-vanderbilt.html
3.0,2023-09-09,@,Wake Forest,L (20-36),26,39,66.7,314,3,24,109,4.5,0,63,423,6.7,15,6,0,21,5,42,1,2,3,Vanderbilt,/cfb/boxscores/2023-09-09-wake-forest.html
4.0,2023-09-16,@,Nevada-Las Vegas,L (37-40),18,37,48.6,337,3,38,83,2.2,0,75,420,5.6,13,6,2,21,2,30,3,1,4,Vanderbilt,/cfb/boxscores/2023-09-16-nevada-las-vegas.html
5.0,2023-09-23,,Kentucky,L (28-45),20,47,42.6,231,1,27,97,3.6,2,74,328,4.4,10,6,4,20,7,75,0,3,3,Vanderbilt,/cfb/boxscores/2023-09-23-vanderbilt.html
6.0,2023-09-30,,Missouri,L (21-38),20,31,64.5,259,2,20,41,2.1,1,51,300,5.9,10,3,2,15,4,25,0,1,1,Vanderbilt,/cfb/boxscores/2023-09-30-vanderbilt.html
7.0,2023-10-07,@,Florida,L (14-38),19,34,55.9,280,2,19,64,3.4,0,53,344,6.5,9,2,2,13,5,47,1,0,1,Vanderbilt,/cfb/boxscores/2023-10-07-florida.html
8.0,2023-10-14,,Georgia,L (20-37),19,29,65.5,201,2,15,18,1.2,1,44,219,5.0,8,0,1,9,5,30,0,1,1,Vanderbilt,/cfb/boxscores/2023-10-14-vanderbilt.html
1.0,2023-09-02,N,Tennessee,L (13-49),11,24,45.8,106,0,40,95,2.4,1,64,201,3.1,5,6,1,12,2,10,0,0,0,Virginia,/cfb/boxscores/2023-09-02-tennessee.html
2.0,2023-09-09,,James Madison,L (35-36),20,26,76.9,377,2,35,18,0.5,3,61,395,6.5,10,5,1,16,8,80,0,1,1,Virginia,/cfb/boxscores/2023-09-09-virginia.html
3.0,2023-09-15,@,Maryland,L (14-42),23,39,59.0,263,1,30,91,3.0,1,69,354,5.1,11,11,3,25,7,46,1,3,4,Virginia,/cfb/boxscores/2023-09-15-maryland.html
4.0,2023-09-22,,North Carolina State,L (21-24),18,30,60.0,271,2,41,113,2.8,0,71,384,5.4,11,6,3,20,7,69,0,2,2,Virginia,/cfb/boxscores/2023-09-22-virginia.html
5.0,2023-09-30,@,Boston College,L (24-27),22,34,64.7,247,3,29,59,2.0,0,63,306,4.9,13,4,1,18,11,90,0,1,1,Virginia,/cfb/boxscores/2023-09-30-boston-college.html
6.0,2023-10-07,,William & Mary,W (27-13),17,26,65.4,232,2,45,221,4.9,1,71,453,6.4,11,13,3,27,5,41,1,1,2,Virginia,/cfb/boxscores/2023-10-07-virginia.html
1.0,2023-09-02,,Old Dominion,W (36-17),18,30,60.0,259,3,43,109,2.5,1,73,368,5.0,12,4,2,18,4,39,0,0,0,Virginia Tech,/cfb/boxscores/2023-09-02-virginia-tech.html
2.0,2023-09-09,,Purdue,L (17-24),18,40,45.0,275,2,22,11,0.5,0,62,286,4.6,12,3,4,19,3,25,0,2,2,Virginia Tech,/cfb/boxscores/2023-09-09-virginia-tech.html
3.0,2023-09-16,@,Rutgers,L (16-35),19,32,59.4,190,1,39,129,3.3,1,71,319,4.5,9,8,1,18,7,75,1,1,2,Virginia Tech,/cfb/boxscores/2023-09-16-rutgers.html
4.0,2023-09-23,@,Marshall,L (17-24),19,35,54.3,160,0,30,184,6.1,2,65,344,5.3,7,9,0,16,9,70,1,0,1,Virginia Tech,/cfb/boxscores/2023-09-23-marshall.html
5.0,2023-09-30,,Pittsburgh,W (38-21),12,19,63.2,228,3,59,199,3.4,2,78,427,5.5,7,15,3,25,10,91,1,0,1,Virginia Tech,/cfb/boxscores/2023-09-30-virginia-tech.html
6.0,2023-10-07,@,Florida State,L (17-39),14,27,51.9,104,0,35,209,6.0,1,62,313,5.0,6,10,3,19,6,60,1,0,1,Virginia Tech,/cfb/boxscores/2023-10-07-florida-state.html
7.0,2023-10-14,,Wake Forest,W (30-13),20,29,69.0,321,2,36,141,3.9,1,65,462,7.1,12,8,1,21,8,79,1,0,1,Virginia Tech,/cfb/boxscores/2023-10-14-virginia-tech.html
1.0,2023-08-31,,Elon,W (37-17),19,30,63.3,329,3,35,98,2.8,1,65,427,6.6,12,10,1,23,4,50,0,1,1,Wake Forest,/cfb/boxscores/2023-08-31-wake-forest.html
2.0,2023-09-09,,Vanderbilt,W (36-20),17,26,65.4,196,2,48,288,6.0,1,74,484,6.5,11,15,3,29,3,25,1,0,1,Wake Forest,/cfb/boxscores/2023-09-09-wake-forest.html
3.0,2023-09-16,@,Old Dominion,W (27-24),24,41,58.5,312,3,43,97,2.3,0,84,409,4.9,14,10,1,25,6,65,1,2,3,Wake Forest,/cfb/boxscores/2023-09-16-old-dominion.html
4.0,2023-09-23,,Georgia Tech,L (16-30),17,30,56.7,176,1,52,224,4.3,1,82,400,4.9,8,17,4,29,2,15,3,2,5,Wake Forest,/cfb/boxscores/2023-09-23-wake-forest.html
5.0,2023-10-07,@,Clemson,L (12-17),15,25,60.0,137,0,39,102,2.6,1,64,239,3.7,5,9,4,18,3,20,1,0,1,Wake Forest,/cfb/boxscores/2023-10-07-clemson.html
6.0,2023-10-14,@,Virginia Tech,L (13-30),22,39,56.4,227,0,31,35,1.1,0,70,262,3.7,10,6,4,20,5,37,2,1,3,Wake Forest,/cfb/boxscores/2023-10-14-virginia-tech.html
1.0,2023-09-02,,Boise State,W (56-19),31,42,73.8,490,6,19,78,4.1,2,61,568,9.3,18,3,1,22,5,60,0,0,0,Washington,/cfb/boxscores/2023-09-02-washington.html
2.0,2023-09-09,,Tulsa,W (43-10),30,40,75.0,454,3,22,109,5.0,3,62,563,9.1,20,6,5,31,7,93,1,1,2,Washington,/cfb/boxscores/2023-09-09-washington.html
3.0,2023-09-16,@,Michigan State,W (41-7),29,39,74.4,536,4,33,177,5.4,1,72,713,9.9,18,8,3,29,11,110,0,1,1,Washington,/cfb/boxscores/2023-09-16-michigan-state.html
4.0,2023-09-23,,California,W (59-32),23,32,71.9,389,4,30,140,4.7,2,62,529,8.5,15,8,0,23,9,83,0,1,1,Washington,/cfb/boxscores/2023-09-23-washington.html
5.0,2023-09-30,@,Arizona,W (31-24),30,40,75.0,363,0,26,111,4.3,4,66,474,7.2,17,8,2,27,12,125,1,0,1,Washington,/cfb/boxscores/2023-09-30-arizona.html
6.0,2023-10-14,,Oregon,W (36-33),23,38,60.5,316,4,23,99,4.3,1,61,415,6.8,16,6,2,24,5,45,0,1,1,Washington,/cfb/boxscores/2023-10-14-washington.html
1.0,2023-09-02,@,Colorado State,W (50-24),38,50,76.0,466,3,37,90,2.4,3,87,556,6.4,21,8,1,30,3,20,2,0,2,Washington State,/cfb/boxscores/2023-09-02-colorado-state.html
2.0,2023-09-09,,Wisconsin,W (31-22),22,34,64.7,247,2,34,86,2.5,1,68,333,4.9,10,9,0,19,8,52,0,0,0,Washington State,/cfb/boxscores/2023-09-09-washington-state.html
3.0,2023-09-16,,Northern Colorado,W (64-21),29,38,76.3,489,6,36,229,6.4,3,74,718,9.7,19,10,4,33,5,56,0,1,1,Washington State,/cfb/boxscores/2023-09-16-washington-state.html
4.0,2023-09-23,,Oregon State,W (38-35),29,35,82.9,422,4,30,106,3.5,1,65,528,8.1,18,6,3,27,7,60,2,0,2,Washington State,/cfb/boxscores/2023-09-23-washington-state.html
5.0,2023-10-07,@,UCLA,L (17-25),20,40,50.0,204,1,19,12,0.6,0,59,216,3.7,6,3,2,11,4,20,2,2,4,Washington State,/cfb/boxscores/2023-10-07-ucla.html
6.0,2023-10-14,,Arizona,L (6-44),23,33,69.7,199,0,22,35,1.6,1,55,234,4.3,8,3,1,12,5,42,1,2,3,Washington State,/cfb/boxscores/2023-10-14-washington-state.html
1.0,2023-09-02,@,Penn State,L (15-38),16,27,59.3,162,0,40,146,3.7,2,67,308,4.6,7,10,0,17,5,55,0,0,0,West Virginia,/cfb/boxscores/2023-09-02-penn-state.html
2.0,2023-09-09,,Duquesne,W (56-17),17,32,53.1,315,4,49,304,6.2,4,81,619,7.6,12,17,1,30,4,30,2,0,2,West Virginia,/cfb/boxscores/2023-09-09-west-virginia.html
3.0,2023-09-16,,Pittsburgh,W (17-6),6,11,54.5,60,1,51,151,3.0,1,62,211,3.4,3,9,2,14,4,52,1,0,1,West Virginia,/cfb/boxscores/2023-09-16-west-virginia.html
4.0,2023-09-23,,Texas Tech,W (20-13),13,22,59.1,99,1,42,157,3.7,1,64,256,4.0,4,7,5,16,3,20,0,2,2,West Virginia,/cfb/boxscores/2023-09-23-west-virginia.html
5.0,2023-09-30,@,TCU,W (24-21),10,21,47.6,142,0,43,201,4.7,3,64,343,5.4,7,10,4,21,2,10,0,0,0,West Virginia,/cfb/boxscores/2023-09-30-texas-christian.html
6.0,2023-10-12,@,Houston,L (39-41),20,38,52.6,391,2,44,154,3.5,3,82,545,6.6,14,11,1,26,8,84,0,1,1,West Virginia,/cfb/boxscores/2023-10-12-houston.html
1.0,2023-09-02,,South Florida,W (41-24),29,50,58.0,336,2,23,129,5.6,2,73,465,6.4,13,7,2,22,9,55,0,0,0,Western Kentucky,/cfb/boxscores/2023-09-02-western-kentucky.html
2.0,2023-09-09,,Houston Christian,W (52-22),32,38,84.2,318,5,25,115,4.6,1,63,433,6.9,15,9,2,26,4,50,0,0,0,Western Kentucky,/cfb/boxscores/2023-09-09-western-kentucky.html
3.0,2023-09-16,@,Ohio State,L (10-63),22,39,56.4,204,1,33,80,2.4,0,72,284,3.9,9,5,1,15,3,24,2,2,4,Western Kentucky,/cfb/boxscores/2023-09-16-ohio-state.html
4.0,2023-09-23,@,Troy,L (24-27),24,40,60.0,275,2,13,13,1.0,1,53,288,5.4,11,2,3,16,3,21,2,0,2,Western Kentucky,/cfb/boxscores/2023-09-23-troy.html
5.0,2023-09-28,,Middle Tennessee State,W (31-10),30,52,57.7,297,2,28,147,5.3,2,80,444,5.6,16,6,0,22,8,68,0,1,1,Western Kentucky,/cfb/boxscores/2023-09-28-western-kentucky.html
6.0,2023-10-05,@,Louisiana Tech,W (35-28),19,34,55.9,297,3,28,129,4.6,2,62,426,6.9,11,2,1,14,4,43,0,1,1,Western Kentucky,/cfb/boxscores/2023-10-05-louisiana-tech.html
7.0,2023-10-17,@,Jacksonville State,L (17-20),24,48,50.0,250,2,24,89,3.7,0,72,339,4.7,13,3,0,16,1,6,0,1,1,Western Kentucky,/cfb/boxscores/2023-10-17-jacksonville-state.html
1.0,2023-08-31,,St. Francis (PA),W (35-17),18,26,69.2,170,1,67,339,5.1,4,93,509,5.5,8,19,2,29,3,30,0,1,1,Western Michigan,/cfb/boxscores/2023-08-31-western-michigan.html
2.0,2023-09-09,@,Syracuse,L (7-48),28,47,59.6,221,0,26,97,3.7,1,73,318,4.4,10,4,1,15,9,99,0,1,1,Western Michigan,/cfb/boxscores/2023-09-09-syracuse.html
3.0,2023-09-16,@,Iowa,L (10-41),7,18,38.9,122,1,36,117,3.3,0,54,239,4.4,3,5,0,8,8,64,1,0,1,Western Michigan,/cfb/boxscores/2023-09-16-iowa.html
4.0,2023-09-23,@,Toledo,L (31-49),13,26,50.0,163,0,55,236,4.3,3,81,399,4.9,6,13,5,24,6,55,2,2,4,Western Michigan,/cfb/boxscores/2023-09-23-toledo.html
5.0,2023-09-30,,Ball State,W (42-24),24,39,61.5,328,3,36,133,3.7,3,75,461,6.1,13,8,6,27,9,75,0,0,0,Western Michigan,/cfb/boxscores/2023-09-30-western-michigan.html
6.0,2023-10-07,@,Mississippi State,L (28-41),33,45,73.3,297,3,32,116,3.6,1,77,413,5.4,13,6,2,21,6,53,0,1,1,Western Michigan,/cfb/boxscores/2023-10-07-mississippi-state.html
7.0,2023-10-14,,Miami (OH),L (21-34),19,30,63.3,136,0,42,167,4.0,2,72,303,4.2,8,9,0,17,7,65,0,0,0,Western Michigan,/cfb/boxscores/2023-10-14-western-michigan.html
1.0,2023-09-02,,Buffalo,W (38-17),24,31,77.4,189,1,40,314,7.9,4,71,503,7.1,9,13,1,23,3,30,0,2,2,Wisconsin,/cfb/boxscores/2023-09-02-wisconsin.html
2.0,2023-09-09,@,Washington State,L (22-31),25,40,62.5,277,1,29,91,3.1,1,69,368,5.3,13,7,0,20,4,30,3,0,3,Wisconsin,/cfb/boxscores/2023-09-09-washington-state.html
3.0,2023-09-16,,Georgia Southern,W (35-14),20,31,64.5,244,0,38,207,5.4,5,69,451,6.5,13,9,0,22,8,88,0,0,0,Wisconsin,/cfb/boxscores/2023-09-16-wisconsin.html
4.0,2023-09-22,@,Purdue,W (38-17),18,28,64.3,193,0,43,195,4.5,4,71,388,5.5,9,9,2,20,11,70,0,1,1,Wisconsin,/cfb/boxscores/2023-09-22-purdue.html
5.0,2023-10-07,,Rutgers,W (24-13),17,31,54.8,145,1,46,212,4.6,1,77,357,4.6,5,16,2,23,2,25,2,0,2,Wisconsin,/cfb/boxscores/2023-10-07-wisconsin.html
6.0,2023-10-14,,Iowa,L (6-15),27,50,54.0,228,0,28,104,3.7,0,78,332,4.3,10,7,1,18,7,48,1,1,2,Wisconsin,/cfb/boxscores/2023-10-14-wisconsin.html
1.0,2023-09-02,,Texas Tech,W (35-33),18,34,52.9,149,2,44,171,3.9,2,78,320,4.1,8,11,5,24,3,15,2,0,2,Wyoming,/cfb/boxscores/2023-09-02-wyoming.html
2.0,2023-09-09,,Portland State,W (31-17),11,16,68.8,201,3,39,170,4.4,1,55,371,6.7,9,10,0,19,3,24,1,1,2,Wyoming,/cfb/boxscores/2023-09-09-wyoming.html
3.0,2023-09-16,@,Texas,L (10-31),17,28,60.7,136,0,38,155,4.1,1,66,291,4.4,7,8,2,17,3,30,0,1,1,Wyoming,/cfb/boxscores/2023-09-16-texas.html
4.0,2023-09-23,,Appalachian State,W (22-19),5,15,33.3,31,0,27,177,6.6,2,42,208,5.0,1,6,0,7,8,65,0,1,1,Wyoming,/cfb/boxscores/2023-09-23-wyoming.html
5.0,2023-09-30,,New Mexico,W (35-26),16,25,64.0,194,1,31,239,7.7,2,56,433,7.7,7,9,2,18,6,60,0,0,0,Wyoming,/cfb/boxscores/2023-09-30-wyoming.html
6.0,2023-10-07,,Fresno State,W (24-19),20,28,71.4,199,3,35,130,3.7,0,63,329,5.2,12,9,6,27,2,15,0,0,0,Wyoming,/cfb/boxscores/2023-10-07-wyoming.html
7.0,2023-10-14,@,Air Force,L (27-34),15,25,60.0,212,3,35,109,3.1,1,60,321,5.4,11,6,1,18,3,25,0,0,0,Wyoming,/cfb/boxscores/2023-10-14-air-force.html
